timestamp,open,high,low,close,volume,trades,return,log_return,cumulative_return,cum_max,drawdown,sharpe_ratio,turnover
2025-05-20 00:00:00+00:00,6.184686303821e-06,6.221509157264e-06,5.427418755555e-06,6.124342436139e-06,119838.96387264672,238,0.06236011162560451,0.060492953502052894,0.06236011162560451,6.124342436139e-06,0.0,2.1024172533301693,19567645852.963997
2025-05-19 00:00:00+00:00,6.10484833888e-06,7.192988597566e-06,5.425124779752e-06,5.86929786624e-06,226565.5208760592,372,-0.041644400612547816,-0.042536380545276094,0.018118761542276873,6.124342436139e-06,-0.041644400612547816,2.1024172533301693,38601809967.63792
2025-05-18 00:00:00+00:00,7.136065919035e-06,8.587392249768e-06,6.711671337808e-06,7.139107234117e-06,217074.2237614487,295,0.21634774666675205,0.1958527185379315,0.23838646144109266,7.139107234117e-06,0.0,2.1024172533301693,30406354274.11359
2025-05-17 00:00:00+00:00,6.779526834884e-06,8.161285139645e-06,6.501436489182e-06,6.895235944924e-06,202337.06805923686,319,-0.034159914005432834,-0.03475700092197083,0.19608328641277262,7.139107234117e-06,-0.034159914005432834,2.1024172533301693,29344473441.57808
2025-05-16 00:00:00+00:00,7.781589448609e-06,8.087437665111e-06,5.772215164043e-06,7.81982800033e-06,368949.3757764653,408,0.13409143106794597,0.12583182909941898,0.35646780596431316,7.81982800033e-06,0.0,2.1024172533301693,47181264825.888176
2025-05-15 00:00:00+00:00,6.779402791741e-06,9.047333646988e-06,6.524060991112e-06,7.230300546705e-06,304846.7309088661,339,-0.07538880057209973,-0.07838195477381232,0.25420532505799587,7.81982800033e-06,-0.07538880057209973,2.1024172533301693,42162387156.61566
2025-05-14 00:00:00+00:00,7.145323573642e-06,9.003652268139e-06,6.630631969154e-06,7.348573336286e-06,326022.73021054734,338,0.016357935443624072,0.016225585778671055,0.27472153479834405,7.81982800033e-06,-0.060264070261406344,2.1024172533301693,44365445548.55332
2025-05-13 00:00:00+00:00,8.391215523822e-06,1.1758824983175e-05,6.669439821204e-06,1.0056448514838e-05,660320.9310520873,726,0.36848991697217937,0.31370788153004253,0.744443567318835,1.0056448514838e-05,0.0,2.1024172533301693,65661444005.58536
2025-05-12 00:00:00+00:00,1.0713653012763e-05,1.2391436672491e-05,7.789988648721e-06,8.440269277763e-06,637369.0921680708,675,-0.16071073547389758,-0.17519985896038343,0.46409275862231536,1.0056448514838e-05,-0.16071073547389758,2.1024172533301693,75515255638.5024
2025-05-11 00:00:00+00:00,1.3584800081246e-05,1.4231215946628e-05,8.115342988545e-06,1.0701780959042e-05,1196888.794107071,1152,0.2679430722947729,0.23739595934061067,0.8563862704921079,1.0701780959042e-05,0.0,2.1024172533301693,111840150596.22504
2025-05-10 00:00:00+00:00,1.3644577721083e-05,1.9108223473409e-05,9.864209225354e-06,1.3712367529436e-05,1467469.4290194432,1340,0.28131640723316576,0.24788799259709293,1.3786181865439238,1.3712367529436e-05,0.0,2.1024172533301693,107017947547.66185
2025-05-09 00:00:00+00:00,9.545893083668e-06,2.0148959353999e-05,8.720290037228e-06,1.3670796928235e-05,2545402.7197027067,1923,-0.0030316136955752526,-0.0030362183450754238,1.3714071350730528,1.3712367529436e-05,-0.0030316136955752526,2.1024172533301693,186192709398.3494
2025-05-08 00:00:00+00:00,4.450770788149e-06,1.2874065145642e-05,4.055247742561e-06,9.50166618845e-06,939173.0689192157,1061,-0.304966181684279,-0.36379477515409686,0.6482081558709685,1.3712367529436e-05,-0.307073255726773,2.1024172533301693,98842987144.80753
2025-05-07 00:00:00+00:00,5.24148756066e-06,5.924769315978e-06,3.873618113182e-06,4.445753856862e-06,355215.3193843629,647,-0.5321079725715735,-0.7595177203053005,-0.2288165443254645,1.3712367529436e-05,-0.675785100762621,2.1024172533301693,79899906927.16595
2025-05-06 00:00:00+00:00,5.390460408948e-06,5.92839471432e-06,4.482119364741e-06,5.234235947818e-06,287254.90125828626,628,0.17735621816736025,0.16327143173918748,-0.09204236311379277,1.3712367529436e-05,-0.6182835723603677,2.1024172533301693,54880006198.04586
2025-05-05 00:00:00+00:00,4.997973582506e-06,6.613616184451e-06,4.705918125324e-06,5.33976384549e-06,313846.80658309365,651,0.020161089168323043,0.019960545383641604,-0.07373694823547006,1.3712367529436e-05,-0.6105877534257114,2.1024172533301693,58775409487.10133
2025-05-04 00:00:00+00:00,5.158075957768e-06,7.6921601585e-06,4.560269878204e-06,5.059183736898e-06,561243.1305871948,819,-0.05254541524883727,-0.053976274835356386,-0.1224078249200925,1.3712367529436e-05,-0.63104958162494,2.1024172533301693,110935510504.1741
2025-05-03 00:00:00+00:00,5.887840899396e-06,6.220686833204e-06,4.339186434286e-06,5.127554175075e-06,413728.50807424216,818,0.013514124359302437,0.013423623033137468,-0.11054793512931194,1.3712367529436e-05,-0.6260635397886027,2.1024172533301693,80687301186.47467
2025-05-02 00:00:00+00:00,7.792659488378e-06,7.83572312583e-06,5.895302309122e-06,6.080502838095e-06,269080.13017415017,580,0.1858485801383194,0.17045861969138765,0.05475546822800181,1.3712367529436e-05,-0.5565679795963654,2.1024172533301693,44252940478.59569
2025-05-01 00:00:00+00:00,6.528773559114e-06,8.791785595693e-06,6.466196189072e-06,7.719690935757e-06,452449.5690533622,734,0.2695810102072993,0.2386869328145612,0.33909751287457945,1.3712367529436e-05,-0.4370271275776899,2.1024172533301693,58609803529.52363
2025-04-30 00:00:00+00:00,6.322415679625e-06,7.839427325792e-06,5.850639813508e-06,6.543980327468e-06,367932.2976618095,716,-0.15230021746637568,-0.1652287359047638,0.13515267045509827,1.3712367529436e-05,-0.5227680184752779,2.1024172533301693,56224542136.447716
